"","refmet_name","super_class","main_class","sub_class","formula","exactmass","inchi_key","pubchem_cid","standard","pubchem_sid","KEGGID","chebiid"
"1776","PE(P-18:1/16:0)/PE(O-18:2/16:0)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C39H76NO7P","701.5359",NA,NA,NA,NA,NA,NA
"1777","PE(P-18:1/18:1)/PE(O-18:2/18:1)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C41H78NO7P","727.5516",NA,NA,NA,NA,NA,NA
"1778","PE(P-18:1/18:2)/PE(O-18:2/18:2)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C41H76NO7P","725.5359",NA,NA,NA,NA,NA,NA
"1779","PC(P-18:0/16:0)/PC(O-18:1/16:0)","Glycerophospholipids","Glycerophosphocholines","O-PC","C42H84NO7P","745.598542",NA,NA,NA,NA,NA,NA
"1780","PE(P-18:1/22:4)/PE(O-18:2/22:4)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C45H80NO7P","777.5672",NA,NA,NA,NA,NA,NA
"1781","PE(P-18:1/22:6)/PE(O-18:2/22:6)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C45H76NO7P","773.535942",NA,NA,NA,NA,NA,NA
"1782","TG(60:0)","Glycerolipids","Triradylglycerols","TAG","C63H122O6","974.9241",NA,NA,NA,NA,NA,NA
"1783","PE(P-20:0/20:4)/PE(O-20:1/20:4)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C45H82NO7P","779.5829",NA,NA,NA,NA,NA,NA
"1784","SM(d18:1/22:1)","Sphingolipids","Sphingomyelins","SM","C45H89N2O6P","784.6458",NA,NA,NA,NA,NA,NA
"1785","SM(d18:1/23:1)","Sphingolipids","Sphingomyelins","SM","C46H91N2O6P","798.6615",NA,NA,NA,NA,NA,NA
"1786","TG(60:12)","Glycerolipids","Triradylglycerols","TAG","C63H98O6","950.7363",NA,NA,NA,NA,NA,NA
"1787","PC(P-33:0)/PC(O-33:1)","Glycerophospholipids","Glycerophosphocholines","O-PC","C41H82NO7P","731.582892",NA,NA,NA,NA,NA,NA
"1788","PE(P-34:0)/PE(O-34:1)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C39H78NO7P","703.5516",NA,NA,NA,NA,NA,NA
"1789","PE(P-34:1)/PE(O-34:2)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C39H76NO7P","701.5359",NA,NA,NA,NA,NA,NA
"1790","SM(d30:1)","Sphingolipids","Sphingomyelins","SM","C35H71N2O6P","646.5050",NA,NA,NA,NA,NA,NA
"1791","PE(P-35:0)/PE(O-35:1)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C40H80NO7P","717.5672",NA,NA,NA,NA,NA,NA
"1792","PE(P-36:0)/PE(O-36:1)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C41H82NO7P","731.5829",NA,NA,NA,NA,NA,NA
"1793","PE(P-36:1)/PE(O-36:2)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C41H80NO7P","729.5672",NA,NA,NA,NA,NA,NA
"1794","PE(P-36:2)/PE(O-36:3)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C41H78NO7P","727.5516",NA,NA,NA,NA,NA,NA
"1795","PE(P-36:3)/PE(O-36:4)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C41H76NO7P","725.5359",NA,NA,NA,NA,NA,NA
"1796","PE(P-36:4)/PE(O-36:5)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C41H74NO7P","723.5203",NA,NA,NA,NA,NA,NA
"1797","PE(P-37:2)/PE(O-37:3)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C42H80NO7P","741.5672",NA,NA,NA,NA,NA,NA
"1798","PE(P-38:1)/PE(O-38:2)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C43H84NO7P","757.5985",NA,NA,NA,NA,NA,NA
"1799","PE(P-38:4)/PE(O-38:5)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C43H78NO7P","751.5516",NA,NA,NA,NA,NA,NA
"1800","TG(62:4)","Glycerolipids","Triradylglycerols","TAG","C65H118O6","994.8928",NA,NA,NA,NA,NA,NA
"1801","TG(62:5)","Glycerolipids","Triradylglycerols","TAG","C65H116O6","992.8772",NA,NA,NA,NA,NA,NA
"1802","PE(P-39:2)/PE(O-39:3)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C44H84NO7P","769.598542",NA,NA,NA,NA,NA,NA
"1803","PE(P-39:3)/PE(O-39:4)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C44H82NO7P","767.582892",NA,NA,NA,NA,NA,NA
"1804","PE(18:1_22:6)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C45H76NO8P","789.5309",NA,NA,NA,NA,NA,NA
"1805","PE(P-40:3)/PE(O-40:4)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C45H84NO7P","781.5985",NA,NA,NA,NA,NA,NA
"1806","SM(d36:1)","Sphingolipids","Sphingomyelins","SM","C41H83N2O6P","730.5989",NA,NA,NA,NA,NA,NA
"1807","SM(d36:2)","Sphingolipids","Sphingomyelins","SM","C41H81N2O6P","728.5832",NA,NA,NA,NA,NA,NA
"1808","SM(d36:3)","Sphingolipids","Sphingomyelins","SM","C41H79N2O6P","726.5676",NA,NA,NA,NA,NA,NA
"1809","TG(8:0_18:2_20:4)","Glycerolipids","Triradylglycerols","TAG","C49H82O6","766.6111",NA,NA,NA,NA,NA,NA
"1810","SM(d37:1)","Sphingolipids","Sphingomyelins","SM","C42H85N2O6P","744.6145",NA,NA,NA,NA,NA,NA
"1811","SM(d37:2)","Sphingolipids","Sphingomyelins","SM","C42H83N2O6P","742.5989",NA,NA,NA,NA,NA,NA
"1812","PE(P-41:6)/PE(O-41:7)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C46H80NO7P","789.567242",NA,NA,NA,NA,NA,NA
"1813","PE(P-42:4)/PE(O-42:5)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C47H86NO7P","807.6142",NA,NA,NA,NA,NA,NA
"1814","LPA(24:0)","Glycerophospholipids","Glycerophosphates","LPA","C27H55O7P","522.3685",NA,NA,NA,NA,NA,NA
"1815","PA(16:0)","Glycerophospholipids","Glycerophosphates","PA","C19H37O8P","424.222608",NA,NA,NA,NA,NA,NA
"1816","PE(16:0)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C21H42NO8P","467.264807",NA,NA,NA,NA,NA,NA
"1817","SM(d38:5)","Sphingolipids","Sphingomyelins","SM","C43H79N2O6P","750.5676",NA,NA,NA,NA,NA,NA
"1818","PE(16:0_18:2)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C39H74NO8P","715.5152",NA,NA,NA,NA,NA,NA
"1819","PA(18:1)","Glycerophospholipids","Glycerophosphates","PA","C21H39O8P","450.238258",NA,NA,NA,NA,NA,NA
"1820","PE(16:0_20:4)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H74NO8P","739.5152",NA,NA,NA,NA,NA,NA
"1821","PE(16:0_20:5)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H72NO8P","737.499557",NA,NA,NA,NA,NA,NA
"1822","PE(16:0_22:4)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C43H78NO8P","767.546507",NA,NA,NA,NA,NA,NA
"1823","PE(16:0_22:5)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C43H76NO8P","765.530857",NA,NA,NA,NA,NA,NA
"1824","PE(16:0_22:6)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C43H74NO8P","763.5152",NA,NA,NA,NA,NA,NA
"1825","PE(16:0/22:6)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C43H74NO8P","763.5152",NA,NA,NA,NA,NA,NA
"1826","PE(16:1_18:0)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C39H76NO8P","717.530857",NA,NA,NA,NA,NA,NA
"1827","PE(16:1_20:4)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H72NO8P","737.499557",NA,NA,NA,NA,NA,NA
"1828","PE(17:0_20:4)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C42H76NO8P","753.530857",NA,NA,NA,NA,NA,NA
"1829","PC(16:0_20:4)","Glycerophospholipids","Glycerophosphocholines","PC","C44H80NO8P","781.5622",NA,NA,NA,NA,NA,NA
"1830","citric acid-13C6 [iSTD]",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1831","PE(18:0_18:1)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H80NO8P","745.5622",NA,NA,NA,NA,NA,NA
"1832","PE(18:0_18:2)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H78NO8P","743.5465",NA,NA,NA,NA,NA,NA
"1833","PE(18:0/18:2)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H78NO8P","743.5465",NA,NA,NA,NA,NA,NA
"1834","PA(35:1)","Glycerophospholipids","Glycerophosphates","PA","C38H73O8P","688.5043",NA,NA,NA,NA,NA,NA
"1835","PA(35:2)","Glycerophospholipids","Glycerophosphates","PA","C38H71O8P","686.4887",NA,NA,NA,NA,NA,NA
"1836","PA(36:2)","Glycerophospholipids","Glycerophosphates","PA","C39H73O8P","700.5043",NA,NA,NA,NA,NA,NA
"1837","PA(38:2)","Glycerophospholipids","Glycerophosphates","PA","C41H77O8P","728.5356",NA,NA,NA,NA,NA,NA
"1838","PE(18:0_22:5)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C45H80NO8P","793.562157",NA,NA,NA,NA,NA,NA
"1839","PA(40:5)","Glycerophospholipids","Glycerophosphates","PA","C43H75O8P","750.5200",NA,NA,NA,NA,NA,NA
"1840","PE(18:1)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C23H44NO8P","493.280457",NA,NA,NA,NA,NA,NA
"1841","PE(18:1/18:1)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H78NO8P","743.5465",NA,NA,NA,NA,NA,NA
"1842","PE(18:1_18:2)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H76NO8P","741.5309",NA,NA,NA,NA,NA,NA
"1843","PE(18:1_20:4)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C43H76NO8P","765.5309",NA,NA,NA,NA,NA,NA
"1844","PC(20:2/18:2)","Glycerophospholipids","Glycerophosphocholines","PC","C46H84NO8P","809.593457",NA,NA,NA,NA,NA,NA
"1845","LPC(0:0/20:0)","Glycerophospholipids","Glycerophosphocholines","LPC","C28H58NO7P","551.3951",NA,NA,NA,NA,NA,NA
"1846","PE(18:2/18:2)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H74NO8P","739.5152",NA,NA,NA,NA,NA,NA
"1847","lysine-13C6 [iSTD]",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1848","PE(18:2_22:5)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C45H76NO8P","789.530857",NA,NA,NA,NA,NA,NA
"1849","LPC(16:0)","Glycerophospholipids","Glycerophosphocholines","LPC","C24H50NO7P","495.3325",NA,NA,NA,NA,NA,NA
"1850","oxoglutarate-13C5 [iSTD]",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1851","PC(18:0_20:2)","Glycerophospholipids","Glycerophosphocholines","PC","C46H88NO8P","813.6248",NA,NA,NA,NA,NA,NA
"1852","LPC(17:0)","Glycerophospholipids","Glycerophosphocholines","LPC","C25H52NO7P","509.3481",NA,NA,NA,NA,NA,NA
"1853","PE(20:4)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C25H42NO8P","515.264807",NA,NA,NA,NA,NA,NA
"1854","PE(22:0)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C27H54NO8P","551.358707",NA,NA,NA,NA,NA,NA
"1855","PE(34:0)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C39H78NO8P","719.5465",NA,NA,NA,NA,NA,NA
"1856","LPC(18:0/0:0)","Glycerophospholipids","Glycerophosphocholines","LPC","C26H54NO7P","523.3638",NA,NA,NA,NA,NA,NA
"1857","PE(34:2)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C39H74NO8P","715.5152",NA,NA,NA,NA,NA,NA
"1858","LPC(18:2)","Glycerophospholipids","Glycerophosphocholines","LPC","C26H50NO7P","519.3325",NA,NA,NA,NA,NA,NA
"1859","PE(36:0)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H82NO8P","747.5778",NA,NA,NA,NA,NA,NA
"1860","PE(36:1)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H80NO8P","745.5622",NA,NA,NA,NA,NA,NA
"1861","PE(36:2)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H78NO8P","743.5465",NA,NA,NA,NA,NA,NA
"1862","DG(34:0)","Glycerolipids","Diradylglycerols","DAG","C37H72O5","596.5380",NA,NA,NA,NA,NA,NA
"1863","PE(36:4)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C41H74NO8P","739.5152",NA,NA,NA,NA,NA,NA
"1864","LPC(20:0)","Glycerophospholipids","Glycerophosphocholines","LPC","C28H58NO7P","551.3951",NA,NA,NA,NA,NA,NA
"1865","LPC(20:0/0:0)","Glycerophospholipids","Glycerophosphocholines","LPC","C28H58NO7P","551.3951",NA,NA,NA,NA,NA,NA
"1866","LPC(20:1)","Glycerophospholipids","Glycerophosphocholines","LPC","C28H56NO7P","549.3794",NA,NA,NA,NA,NA,NA
"1867","PE(38:2)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C43H82NO8P","771.5778",NA,NA,NA,NA,NA,NA
"1868","LPC(20:3)","Glycerophospholipids","Glycerophosphocholines","LPC","C28H52NO7P","545.3481",NA,NA,NA,NA,NA,NA
"1869","PE(38:4)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C43H78NO8P","767.5465",NA,NA,NA,NA,NA,NA
"1870","PE(38:5)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C43H76NO8P","765.5309",NA,NA,NA,NA,NA,NA
"1871","PE(38:6)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C43H74NO8P","763.5152",NA,NA,NA,NA,NA,NA
"1872","LPC(22:0)","Glycerophospholipids","Glycerophosphocholines","LPC","C30H62NO7P","579.4264",NA,NA,NA,NA,NA,NA
"1873","DG(36:4)","Glycerolipids","Diradylglycerols","DAG","C39H68O5","616.5067",NA,NA,NA,NA,NA,NA
"1874","LPC(22:4)","Glycerophospholipids","Glycerophosphocholines","LPC","C30H54NO7P","571.3638",NA,NA,NA,NA,NA,NA
"1875","LPC(22:5)","Glycerophospholipids","Glycerophosphocholines","LPC","C30H52NO7P","569.3481",NA,NA,NA,NA,NA,NA
"1876","PE(40:6)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C45H78NO8P","791.5465",NA,NA,NA,NA,NA,NA
"1877","LPC(23:0)","Glycerophospholipids","Glycerophosphocholines","LPC","C31H64NO7P","593.442042",NA,NA,NA,NA,NA,NA
"1878","LPC(24:0)","Glycerophospholipids","Glycerophosphocholines","LPC","C32H66NO7P","607.4577",NA,NA,NA,NA,NA,NA
"1879","LPG(18:3)","Glycerophospholipids","Glycerophosphoglycerols","LPG","C24H43O9P","506.2645",NA,NA,NA,NA,NA,NA
"1880","PG(16:0_18:1)","Glycerophospholipids","Glycerophosphoglycerols","PG","C40H77O10P","748.5254",NA,NA,NA,NA,NA,NA
"1881","PG(16:0_18:2)","Glycerophospholipids","Glycerophosphoglycerols","PG","C40H75O10P","746.509788",NA,NA,NA,NA,NA,NA
"1882","PC(20:1_22:6)","Glycerophospholipids","Glycerophosphocholines","PC","C50H86NO8P","859.6091",NA,NA,NA,NA,NA,NA
"1883","PC(P-38:4)/PC(O-38:5)","Glycerophospholipids","Glycerophosphocholines","O-PC","C46H84NO7P","793.5985",NA,NA,NA,NA,NA,NA
"1884","PS(18:0_18:2)","Glycerophospholipids","Glycerophosphoserines","PS","C42H78NO10P","787.536337",NA,NA,NA,NA,NA,NA
"1885","PG(34:1)","Glycerophospholipids","Glycerophosphoglycerols","PG","C40H77O10P","748.525438",NA,NA,NA,NA,NA,NA
"1886","PC(O-16:0/20:4)","Glycerophospholipids","Glycerophosphocholines","O-PC","C44H82NO7P","767.5829",NA,NA,NA,NA,NA,NA
"1887","PC(20:4/18:0)","Glycerophospholipids","Glycerophosphocholines","PC","C46H84NO8P","809.5935",NA,NA,NA,NA,NA,NA
"1888","PC(20:4/20:4)","Glycerophospholipids","Glycerophosphocholines","PC","C48H80NO8P","829.562157",NA,NA,NA,NA,NA,NA
"1889","PC(O-16:2/22:5)","Glycerophospholipids","Glycerophosphocholines","O-PC","C46H80NO7P","789.5672",NA,NA,NA,NA,NA,NA
"1890","LPI(18:3)","Glycerophospholipids","Glycerophosphoinositols","LPI","C27H47O12P","594.2805",NA,NA,NA,NA,NA,NA
"1891","PC(21:0)","Glycerophospholipids","Glycerophosphocholines","PC","C29H58NO8P","579.390007",NA,NA,NA,NA,NA,NA
"1892","PI(16:0_18:1)","Glycerophospholipids","Glycerophosphoinositols","PI","C43H81O13P","836.5415",NA,NA,NA,NA,NA,NA
"1893","PI(16:0_18:2)","Glycerophospholipids","Glycerophosphoinositols","PI","C43H79O13P","834.5258",NA,NA,NA,NA,NA,NA
"1894","PC(22:4)","Glycerophospholipids","Glycerophosphocholines","PC","C30H52NO8P","585.343057",NA,NA,NA,NA,NA,NA
"1895","PC(22:5)","Glycerophospholipids","Glycerophosphocholines","PC","C30H50NO8P","583.327407",NA,NA,NA,NA,NA,NA
"1896","PC(O-36:0)","Glycerophospholipids","Glycerophosphocholines","O-PC","C44H90NO7P","775.6455",NA,NA,NA,NA,NA,NA
"1897","PI(18:0_20:3)","Glycerophospholipids","Glycerophosphoinositols","PI","C47H85O13P","888.5728",NA,NA,NA,NA,NA,NA
"1898","PI(18:0_20:4)","Glycerophospholipids","Glycerophosphoinositols","PI","C47H83O13P","886.5571",NA,NA,NA,NA,NA,NA
"1899","PI(18:0/20:4)","Glycerophospholipids","Glycerophosphoinositols","PI","C47H83O13P","886.5571",NA,NA,NA,NA,NA,NA
"1900","PC(26:0)","Glycerophospholipids","Glycerophosphocholines","PC","C34H68NO8P","649.4683",NA,NA,NA,NA,NA,NA
"1901","PC(28:0)","Glycerophospholipids","Glycerophosphocholines","PC","C36H72NO8P","677.4996",NA,NA,NA,NA,NA,NA
"1902","MG(16:0)","Glycerolipids","Monoradylglycerols","MAG","C19H38O4","330.277",NA,NA,NA,NA,NA,NA
"1903","PC(P-18:1/20:4)/PC(O-18:2/20:4)","Glycerophospholipids","Glycerophosphocholines","O-PC","C46H82NO7P","791.5829",NA,NA,NA,NA,NA,NA
"1904","PC(P-26:0)/PC(O-26:1)","Glycerophospholipids","Glycerophosphocholines","O-PC","C34H68NO7P","633.4733",NA,NA,NA,NA,NA,NA
"1905","PC(P-28:0)/PC(O-28:1)","Glycerophospholipids","Glycerophosphocholines","O-PC","C36H72NO7P","661.5046",NA,NA,NA,NA,NA,NA
"1906","PI(34:1)","Glycerophospholipids","Glycerophosphoinositols","PI","C43H81O13P","836.5415",NA,NA,NA,NA,NA,NA
"1907","SM(d33:3)","Sphingolipids","Sphingomyelins","SM","C38H73N2O6P","684.5206",NA,NA,NA,NA,NA,NA
"1908","PE(P-20:1/20:4)/PE(O-20:2/20:4)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C45H80NO7P","777.567242",NA,NA,NA,NA,NA,NA
"1909","glycine-13C2 [iSTD]",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1910","PI(36:2)","Glycerophospholipids","Glycerophosphoinositols","PI","C45H83O13P","862.5571",NA,NA,NA,NA,NA,NA
"1911","PC(P-34:2)/PC(O-34:3)","Glycerophospholipids","Glycerophosphocholines","O-PC","C42H80NO7P","741.5672",NA,NA,NA,NA,NA,NA
"1912","TG(45:0)","Glycerolipids","Triradylglycerols","TAG","C48H92O6","764.6894",NA,NA,NA,NA,NA,NA
"1913","histidine-13C6 [iSTD]",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1914","SM(d31:1)","Sphingolipids","Sphingomyelins","SM","C36H73N2O6P","660.5206",NA,NA,NA,NA,NA,NA
"1915","PC(P-36:2)/PC(O-36:3)","Glycerophospholipids","Glycerophosphocholines","O-PC","C44H84NO7P","769.5985",NA,NA,NA,NA,NA,NA
"1916","PC(P-36:3)/PC(O-36:4)","Glycerophospholipids","Glycerophosphocholines","O-PC","C44H82NO7P","767.5829",NA,NA,NA,NA,NA,NA
"1917","PS(18:0_24:8)","Glycerophospholipids","Glycerophosphoserines","PS","C48H78NO10P","859.5363",NA,NA,NA,NA,NA,NA
"1918","PC(33:2)","Glycerophospholipids","Glycerophosphocholines","PC","C41H78NO8P","743.5465",NA,NA,NA,NA,NA,NA
"1919","SM(d33:1)","Sphingolipids","Sphingomyelins","SM","C38H77N2O6P","688.5519",NA,NA,NA,NA,NA,NA
"1920","PC(34:0)","Glycerophospholipids","Glycerophosphocholines","PC","C42H84NO8P","761.5935",NA,NA,NA,NA,NA,NA
"1921","PC(34:1)","Glycerophospholipids","Glycerophosphocholines","PC","C42H82NO8P","759.5778",NA,NA,NA,NA,NA,NA
"1922","LacCer(d42:2)","Sphingolipids","Glycosphingolipids","LacCer","C54H101NO13","971.7273",NA,NA,NA,NA,NA,NA
"1923","PE(P-38:5)/PE(O-38:6)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C43H76NO7P","749.5359",NA,NA,NA,NA,NA,NA
"1924","PC(17:0_20:4)","Glycerophospholipids","Glycerophosphocholines","PC","C45H82NO8P","795.5778",NA,NA,NA,NA,NA,NA
"1925","Cer(d32:0)","Sphingolipids","Ceramides","DHCer","C32H65NO3","511.4964",NA,NA,NA,NA,NA,NA
"1926","PS(18:0_22:4)","Glycerophospholipids","Glycerophosphoserines","PS","C46H82NO10P","839.567637",NA,NA,NA,NA,NA,NA
"1927","PS(18:0_22:5)","Glycerophospholipids","Glycerophosphoserines","PS","C46H80NO10P","837.5520",NA,NA,NA,NA,NA,NA
"1928","PS(18:0_22:6)","Glycerophospholipids","Glycerophosphoserines","PS","C46H78NO10P","835.5363",NA,NA,NA,NA,NA,NA
"1929","Cer(d35:1)","Sphingolipids","Ceramides","Cer","C35H69NO3","551.5277",NA,NA,NA,NA,NA,NA
"1930","PS(18:1_22:0)","Glycerophospholipids","Glycerophosphoserines","PS","C46H88NO10P","845.614587",NA,NA,NA,NA,NA,NA
"1931","Cer(d36:2)","Sphingolipids","Ceramides","Cer","C36H69NO3","563.5277",NA,NA,NA,NA,NA,NA
"1932","PS(18:2_20:0)","Glycerophospholipids","Glycerophosphoserines","PS","C44H82NO10P","815.567637",NA,NA,NA,NA,NA,NA
"1933","Cer(d38:2)","Sphingolipids","Ceramides","Cer","C38H73NO3","591.5590",NA,NA,NA,NA,NA,NA
"1934","PC(36:2)","Glycerophospholipids","Glycerophosphocholines","PC","C44H84NO8P","785.5935",NA,NA,NA,NA,NA,NA
"1935","Cer(d40:1)","Sphingolipids","Ceramides","Cer","C40H79NO3","621.6060",NA,NA,NA,NA,NA,NA
"1936","PC(36:4)","Glycerophospholipids","Glycerophosphocholines","PC","C44H80NO8P","781.5622",NA,NA,NA,NA,NA,NA
"1937","PC(36:5)","Glycerophospholipids","Glycerophosphocholines","PC","C44H78NO8P","779.5465",NA,NA,NA,NA,NA,NA
"1938","PC(36:6)","Glycerophospholipids","Glycerophosphocholines","PC","C44H76NO8P","777.5309",NA,NA,NA,NA,NA,NA
"1939","PS(38:4)","Glycerophospholipids","Glycerophosphoserines","PS","C44H78NO10P","811.536337",NA,NA,NA,NA,NA,NA
"1940","PC(37:1)","Glycerophospholipids","Glycerophosphocholines","PC","C45H88NO8P","801.6248",NA,NA,NA,NA,NA,NA
"1941","PC(37:2)","Glycerophospholipids","Glycerophosphocholines","PC","C45H86NO8P","799.6091",NA,NA,NA,NA,NA,NA
"1942","PC(37:3)","Glycerophospholipids","Glycerophosphocholines","PC","C45H84NO8P","797.5935",NA,NA,NA,NA,NA,NA
"1943","PC(37:4)","Glycerophospholipids","Glycerophosphocholines","PC","C45H82NO8P","795.5778",NA,NA,NA,NA,NA,NA
"1944","PC(37:5)","Glycerophospholipids","Glycerophosphocholines","PC","C45H80NO8P","793.5622",NA,NA,NA,NA,NA,NA
"1945","PC(37:6)","Glycerophospholipids","Glycerophosphocholines","PC","C45H78NO8P","791.5465",NA,NA,NA,NA,NA,NA
"1946","TG(50:5)","Glycerolipids","Triradylglycerols","TAG","C53H92O6","824.6894",NA,NA,NA,NA,NA,NA
"1947","PC(16:0_18:3)","Glycerophospholipids","Glycerophosphocholines","PC","C42H78NO8P","755.5465",NA,NA,NA,NA,NA,NA
"1948","TG(50:8)","Glycerolipids","Triradylglycerols","TAG","C53H86O6","818.6424",NA,NA,NA,NA,NA,NA
"1949","TG(51:0)","Glycerolipids","Triradylglycerols","TAG","C54H104O6","848.7833",NA,NA,NA,NA,NA,NA
"1950","TG(51:1)","Glycerolipids","Triradylglycerols","TAG","C54H102O6","846.7676",NA,NA,NA,NA,NA,NA
"1951","PE(17:0_22:6)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C44H76NO8P","777.530857",NA,NA,NA,NA,NA,NA
"1952","PC(38:4)","Glycerophospholipids","Glycerophosphocholines","PC","C46H84NO8P","809.5935",NA,NA,NA,NA,NA,NA
"1953","PC(38:5)","Glycerophospholipids","Glycerophosphocholines","PC","C46H82NO8P","807.5778",NA,NA,NA,NA,NA,NA
"1954","Sitosterol Ester(22:6)","Sterol Lipids","Sterol esters","Chol. esters","C49H76O2","696.5845",NA,NA,NA,NA,NA,NA
"1955","Leucine/Isoleucine","Organic acids","Amino acids and peptides","Amino acids","C6H13NO2","131.0946",NA,NA,NA,NA,NA,NA
"1956","GlcCer(d18:1/26:1)","Sphingolipids","Glycosphingolipids","HexCer","C50H95NO8","837.7058",NA,NA,NA,NA,NA,NA
"1957","Phosphoglyceric acid","Organic acids","Short-chain acids","Short-chain acids","C3H7O7P","185.9929",NA,NA,NA,NA,NA,NA
"1958","PC(39:5)","Glycerophospholipids","Glycerophosphocholines","PC","C47H84NO8P","821.5935",NA,NA,NA,NA,NA,NA
"1959","glutamine-13C5 [iSTD]",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1960","PC(17:0)","Glycerophospholipids","Glycerophosphocholines","PC","C25H50NO8P","523.327407",NA,NA,NA,NA,NA,NA
"1961","Dimethylarginine/symmetric dimethyl-L-arginine","Organic acids","Amino acids and peptides","Amino acids","C8H18N4O2","202.143",NA,NA,NA,NA,NA,NA
"1962","SM(d34:0)","Sphingolipids","Sphingomyelins","SM","C39H81N2O6P","704.5832",NA,NA,NA,NA,NA,NA
"1963","SM(d44:2)","Sphingolipids","Sphingomyelins","SM","C49H97N2O6P","840.7084",NA,NA,NA,NA,NA,NA
"1964","PS(16:0_20:4)","Glycerophospholipids","Glycerophosphoserines","PS","C42H74NO10P","783.505037",NA,NA,NA,NA,NA,NA
"1965","TG(53:0)","Glycerolipids","Triradylglycerols","TAG","C56H108O6","876.8146",NA,NA,NA,NA,NA,NA
"1966","PC(40:7)","Glycerophospholipids","Glycerophosphocholines","PC","C48H82NO8P","831.5778",NA,NA,NA,NA,NA,NA
"1967","PC(40:8)","Glycerophospholipids","Glycerophosphocholines","PC","C48H80NO8P","829.5622",NA,NA,NA,NA,NA,NA
"1968","Leucine-13C/Isoleucine-13C6 [iSTD]",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
